# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2015-02-19 11:27:50 EST       (nadww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 05594000 SHOAL CREEK NEAR BREESE, IL
# -----------------------------------------------------------------------------------
#
# Data provided for site 05594000
#    DD parameter statistic   Description
#    04   00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output: 
#     A  Approved for publication -- Processing and review completed.  
#     P  Provisional data subject to revision.  
#     e  Value has been estimated.  
# 
agency_cd	site_no	datetime	04_00060_00003	04_00060_00003_cd
USGS	05594000	1972-01-15	100	A
USGS	05594000	1972-01-16	80	A
USGS	05594000	1972-01-17	80	A
USGS	05594000	1972-01-18	80	A
USGS	05594000	1972-01-19	97	A
USGS	05594000	1972-01-20	109	A
USGS	05594000	1972-01-21	126	A
USGS	05594000	1972-01-22	131	A
USGS	05594000	1972-01-23	180	A
USGS	05594000	1972-01-24	222	A
USGS	05594000	1972-01-25	211	A
USGS	05594000	1972-01-26	203	A
USGS	05594000	1972-01-27	222	A
USGS	05594000	1972-01-28	162	A
USGS	05594000	1972-01-29	191	A
USGS	05594000	1972-01-30	285	A
USGS	05594000	1972-01-31	237	A
USGS	05594000	1972-02-01	128	A
USGS	05594000	1972-02-02	88	A
USGS	05594000	1972-02-03	72	A
USGS	05594000	1972-02-04	56	A
USGS	05594000	1972-02-05	50	A
USGS	05594000	1972-02-06	45	A
USGS	05594000	1972-02-07	45	A
USGS	05594000	1972-02-08	40	A
USGS	05594000	1972-02-09	40	A
USGS	05594000	1972-02-10	40	A
USGS	05594000	1972-02-11	40	A
USGS	05594000	1972-02-12	40	A
USGS	05594000	1972-02-13	45	A
USGS	05594000	1972-02-14	59	A
USGS	05594000	1972-02-15	70	A
USGS	05594000	1972-02-16	100	A
USGS	05594000	1972-02-17	119	A
USGS	05594000	1972-02-18	126	A
USGS	05594000	1972-02-19	119	A
USGS	05594000	1972-02-20	100	A
USGS	05594000	1972-02-21	95	A
USGS	05594000	1972-02-22	90	A
USGS	05594000	1972-02-23	85	A
USGS	05594000	1972-02-24	95	A
USGS	05594000	1972-02-25	121	A
USGS	05594000	1972-02-26	328	A
USGS	05594000	1972-02-27	340	A
USGS	05594000	1972-02-28	241	A
USGS	05594000	1972-02-29	178	A
USGS	05594000	1972-03-01	164	A
USGS	05594000	1972-03-02	308	A
USGS	05594000	1972-03-03	388	A
USGS	05594000	1972-03-04	369	A
USGS	05594000	1972-03-05	296	A
USGS	05594000	1972-03-06	162	A
USGS	05594000	1972-03-07	119	A
USGS	05594000	1972-03-08	109	A
USGS	05594000	1972-03-09	97	A
USGS	05594000	1972-03-10	95	A
USGS	05594000	1972-03-11	90	A
USGS	05594000	1972-03-12	88	A
USGS	05594000	1972-03-13	90	A
USGS	05594000	1972-03-14	97	A
USGS	05594000	1972-03-15	150	A
USGS	05594000	1972-03-16	317	A
USGS	05594000	1972-03-17	548	A
USGS	05594000	1972-03-18	512	A
USGS	05594000	1972-03-19	375	A
USGS	05594000	1972-03-20	243	A
USGS	05594000	1972-03-21	173	A
USGS	05594000	1972-03-22	173	A
USGS	05594000	1972-03-23	305	A
USGS	05594000	1972-03-24	331	A
USGS	05594000	1972-03-25	307	A
USGS	05594000	1972-03-26	268	A
USGS	05594000	1972-03-27	162	A
USGS	05594000	1972-03-28	119	A
USGS	05594000	1972-03-29	114	A
USGS	05594000	1972-03-30	114	A
USGS	05594000	1972-03-31	126	A
USGS	05594000	1972-04-01	131	A
USGS	05594000	1972-04-02	126	A
USGS	05594000	1972-04-03	128	A
USGS	05594000	1972-04-04	145	A
USGS	05594000	1972-04-05	207	A
USGS	05594000	1972-04-06	268	A
USGS	05594000	1972-04-07	214	A
USGS	05594000	1972-04-08	189	A
USGS	05594000	1972-04-09	237	A
USGS	05594000	1972-04-10	283	A
USGS	05594000	1972-04-11	285	A
USGS	05594000	1972-04-12	708	A
USGS	05594000	1972-04-13	1420	A
USGS	05594000	1972-04-14	1940	A
USGS	05594000	1972-04-15	2390	A
USGS	05594000	1972-04-16	3140	A
USGS	05594000	1972-04-17	3130	A
USGS	05594000	1972-04-18	3370	A
USGS	05594000	1972-04-19	3560	A
USGS	05594000	1972-04-20	2720	A
USGS	05594000	1972-04-21	2940	A
USGS	05594000	1972-04-22	3250	A
USGS	05594000	1972-04-23	3490	A
USGS	05594000	1972-04-24	3720	A
USGS	05594000	1972-04-25	3090	A
USGS	05594000	1972-04-26	1310	A
USGS	05594000	1972-04-27	699	A
USGS	05594000	1972-04-28	577	A
USGS	05594000	1972-04-29	576	A
USGS	05594000	1972-04-30	735	A
USGS	05594000	1972-05-01	654	A
USGS	05594000	1972-05-02	546	A
USGS	05594000	1972-05-03	477	A
USGS	05594000	1972-05-04	411	A
USGS	05594000	1972-05-05	340	A
USGS	05594000	1972-05-06	294	A
USGS	05594000	1972-05-07	245	A
USGS	05594000	1972-05-08	205	A
USGS	05594000	1972-05-09	214	A
USGS	05594000	1972-05-10	239	A
USGS	05594000	1972-05-11	209	A
USGS	05594000	1972-05-12	168	A
USGS	05594000	1972-05-13	155	A
USGS	05594000	1972-05-14	180	A
USGS	05594000	1972-05-15	241	A
USGS	05594000	1972-05-16	198	A
USGS	05594000	1972-05-17	164	A
USGS	05594000	1972-05-18	138	A
USGS	05594000	1972-05-19	124	A
USGS	05594000	1972-05-20	112	A
USGS	05594000	1972-05-21	102	A
USGS	05594000	1972-05-22	95	A
USGS	05594000	1972-05-23	80	A
USGS	05594000	1972-05-24	72	A
USGS	05594000	1972-05-25	65	A
USGS	05594000	1972-05-26	65	A
USGS	05594000	1972-05-27	63	A
USGS	05594000	1972-05-28	59	A
USGS	05594000	1972-05-29	56	A
USGS	05594000	1972-05-30	55	A
USGS	05594000	1972-05-31	52	A
USGS	05594000	1972-06-01	49	A
USGS	05594000	1972-06-02	48	A
USGS	05594000	1972-06-03	45	A
USGS	05594000	1972-06-04	43	A
USGS	05594000	1972-06-05	36	A
USGS	05594000	1972-06-06	32	A
USGS	05594000	1972-06-07	28	A
USGS	05594000	1972-06-08	26	A
USGS	05594000	1972-06-09	24	A
USGS	05594000	1972-06-10	23	A
USGS	05594000	1972-06-11	22	A
USGS	05594000	1972-06-12	22	A
USGS	05594000	1972-06-13	22	A
USGS	05594000	1972-06-14	22	A
USGS	05594000	1972-06-15	22	A
USGS	05594000	1972-06-16	94	A
USGS	05594000	1972-06-17	444	A
USGS	05594000	1972-06-18	258	A
USGS	05594000	1972-06-19	131	A
USGS	05594000	1972-06-20	88	A
USGS	05594000	1972-06-21	112	A
USGS	05594000	1972-06-22	88	A
USGS	05594000	1972-06-23	58	A
USGS	05594000	1972-06-24	49	A
USGS	05594000	1972-06-25	40	A
USGS	05594000	1972-06-26	34	A
USGS	05594000	1972-06-27	31	A
USGS	05594000	1972-06-28	28	A
USGS	05594000	1972-06-29	26	A
USGS	05594000	1972-06-30	26	A
USGS	05594000	1972-07-01	26	A
USGS	05594000	1972-07-02	26	A
USGS	05594000	1972-07-03	27	A
USGS	05594000	1972-07-04	40	A
USGS	05594000	1972-07-05	83	A
USGS	05594000	1972-07-06	59	A
USGS	05594000	1972-07-07	42	A
USGS	05594000	1972-07-08	32	A
USGS	05594000	1972-07-09	29	A
USGS	05594000	1972-07-10	28	A
USGS	05594000	1972-07-11	28	A
USGS	05594000	1972-07-12	238	A
USGS	05594000	1972-07-13	390	A
USGS	05594000	1972-07-14	168	A
USGS	05594000	1972-07-15	109	A
USGS	05594000	1972-07-16	68	A
USGS	05594000	1972-07-17	51	A
USGS	05594000	1972-07-18	52	A
USGS	05594000	1972-07-19	77	A
USGS	05594000	1972-07-20	120	A
USGS	05594000	1972-07-21	53	A
USGS	05594000	1972-07-22	43	A
USGS	05594000	1972-07-23	36	A
USGS	05594000	1972-07-24	31	A
USGS	05594000	1972-07-25	26	A
USGS	05594000	1972-07-26	27	A
USGS	05594000	1972-07-27	32	A
USGS	05594000	1972-07-28	28	A
USGS	05594000	1972-07-29	22	A
USGS	05594000	1972-07-30	20	A
USGS	05594000	1972-07-31	18	A
USGS	05594000	1972-08-01	17	A
USGS	05594000	1972-08-02	16	A
USGS	05594000	1972-08-03	18	A
USGS	05594000	1972-08-04	110	A
USGS	05594000	1972-08-05	352	A
USGS	05594000	1972-08-06	126	A
USGS	05594000	1972-08-07	68	A
USGS	05594000	1972-08-08	237	A
USGS	05594000	1972-08-09	235	A
USGS	05594000	1972-08-10	109	A
USGS	05594000	1972-08-11	67	A
USGS	05594000	1972-08-12	67	A
USGS	05594000	1972-08-13	52	A
USGS	05594000	1972-08-14	44	A
USGS	05594000	1972-08-15	85	A
USGS	05594000	1972-08-16	100	A
USGS	05594000	1972-08-17	63	A
USGS	05594000	1972-08-18	43	A
USGS	05594000	1972-08-19	33	A
USGS	05594000	1972-08-20	28	A
USGS	05594000	1972-08-21	24	A
USGS	05594000	1972-08-22	22	A
USGS	05594000	1972-08-23	22	A
USGS	05594000	1972-08-24	24	A
USGS	05594000	1972-08-25	62	A
USGS	05594000	1972-08-26	173	A
USGS	05594000	1972-08-27	72	A
USGS	05594000	1972-08-28	42	A
USGS	05594000	1972-08-29	32	A
USGS	05594000	1972-08-30	40	A
USGS	05594000	1972-08-31	38	A
USGS	05594000	1972-09-01	32	A
USGS	05594000	1972-09-02	27	A
USGS	05594000	1972-09-03	27	A
USGS	05594000	1972-09-04	41	A
USGS	05594000	1972-09-05	65	A
USGS	05594000	1972-09-06	46	A
USGS	05594000	1972-09-07	37	A
USGS	05594000	1972-09-08	32	A
USGS	05594000	1972-09-09	29	A
USGS	05594000	1972-09-10	26	A
USGS	05594000	1972-09-11	25	A
USGS	05594000	1972-09-12	45	A
USGS	05594000	1972-09-13	38	A
USGS	05594000	1972-09-14	30	A
USGS	05594000	1972-09-15	25	A
USGS	05594000	1972-09-16	22	A
USGS	05594000	1972-09-17	20	A
USGS	05594000	1972-09-18	19	A
USGS	05594000	1972-09-19	22	A
USGS	05594000	1972-09-20	36	A
USGS	05594000	1972-09-21	21	A
USGS	05594000	1972-09-22	20	A
USGS	05594000	1972-09-23	92	A
USGS	05594000	1972-09-24	88	A
USGS	05594000	1972-09-25	63	A
USGS	05594000	1972-09-26	86	A
USGS	05594000	1972-09-27	209	A
USGS	05594000	1972-09-28	239	A
USGS	05594000	1972-09-29	287	A
USGS	05594000	1972-09-30	138	A
USGS	05594000	1972-10-01	83	A
USGS	05594000	1972-10-02	65	A
USGS	05594000	1972-10-03	49	A
USGS	05594000	1972-10-04	35	A
USGS	05594000	1972-10-05	28	A
USGS	05594000	1972-10-06	24	A
USGS	05594000	1972-10-07	21	A
USGS	05594000	1972-10-08	19	A
USGS	05594000	1972-10-09	18	A
USGS	05594000	1972-10-10	16	A
USGS	05594000	1972-10-11	13	A
USGS	05594000	1972-10-12	12	A
USGS	05594000	1972-10-13	12	A
USGS	05594000	1972-10-14	12	A
USGS	05594000	1972-10-15	11	A
USGS	05594000	1972-10-16	11	A
USGS	05594000	1972-10-17	10	A
USGS	05594000	1972-10-18	9.0	A
USGS	05594000	1972-10-19	7.8	A
USGS	05594000	1972-10-20	7.8	A
USGS	05594000	1972-10-21	8.4	A
USGS	05594000	1972-10-22	12	A
USGS	05594000	1972-10-23	14	A
USGS	05594000	1972-10-24	18	A
USGS	05594000	1972-10-25	18	A
USGS	05594000	1972-10-26	22	A
USGS	05594000	1972-10-27	31	A
USGS	05594000	1972-10-28	31	A
USGS	05594000	1972-10-29	30	A
USGS	05594000	1972-10-30	26	A
USGS	05594000	1972-10-31	32	A
USGS	05594000	1972-11-01	407	A
USGS	05594000	1972-11-02	2880	A
USGS	05594000	1972-11-03	2600	A
USGS	05594000	1972-11-04	2320	A
USGS	05594000	1972-11-05	1170	A
USGS	05594000	1972-11-06	600	A
USGS	05594000	1972-11-07	420	A
USGS	05594000	1972-11-08	374	A
USGS	05594000	1972-11-09	340	A
USGS	05594000	1972-11-10	224	A
USGS	05594000	1972-11-11	157	A
USGS	05594000	1972-11-12	148	A
USGS	05594000	1972-11-13	636	A
USGS	05594000	1972-11-14	1700	A
USGS	05594000	1972-11-15	2060	A
USGS	05594000	1972-11-16	1450	A
USGS	05594000	1972-11-17	696	A
USGS	05594000	1972-11-18	491	A
USGS	05594000	1972-11-19	388	A
USGS	05594000	1972-11-20	416	A
USGS	05594000	1972-11-21	486	A
USGS	05594000	1972-11-22	434	A
USGS	05594000	1972-11-23	359	A
USGS	05594000	1972-11-24	340	A
USGS	05594000	1972-11-25	272	A
USGS	05594000	1972-11-26	287	A
USGS	05594000	1972-11-27	443	A
USGS	05594000	1972-11-28	514	A
USGS	05594000	1972-11-29	458	A
USGS	05594000	1972-11-30	340	A
USGS	05594000	1972-12-01	237	A
USGS	05594000	1972-12-02	189	A
USGS	05594000	1972-12-03	162	A
USGS	05594000	1972-12-04	159	A
USGS	05594000	1972-12-05	159	A
USGS	05594000	1972-12-06	543	A
USGS	05594000	1972-12-07	1460	A
USGS	05594000	1972-12-08	1050	A
USGS	05594000	1972-12-09	630	A
USGS	05594000	1972-12-10	454	A
USGS	05594000	1972-12-11	321	A
USGS	05594000	1972-12-12	365	A
USGS	05594000	1972-12-13	1380	A
USGS	05594000	1972-12-14	2490	A
USGS	05594000	1972-12-15	2850	A
USGS	05594000	1972-12-16	2330	A
USGS	05594000	1972-12-17	1030	A
USGS	05594000	1972-12-18	716	A
USGS	05594000	1972-12-19	697	A
USGS	05594000	1972-12-20	972	A
USGS	05594000	1972-12-21	1630	A
USGS	05594000	1972-12-22	1510	A
USGS	05594000	1972-12-23	851	A
USGS	05594000	1972-12-24	618	A
USGS	05594000	1972-12-25	514	A
USGS	05594000	1972-12-26	464	A
USGS	05594000	1972-12-27	425	A
USGS	05594000	1972-12-28	374	A
USGS	05594000	1972-12-29	670	A
USGS	05594000	1972-12-30	2950	A
USGS	05594000	1972-12-31	3570	A
USGS	05594000	1973-01-01	4850	A
USGS	05594000	1973-01-02	8320	A
USGS	05594000	1973-01-03	9880	A
USGS	05594000	1973-01-04	7500	A
USGS	05594000	1973-01-05	4950	A
USGS	05594000	1973-01-06	3150	A
USGS	05594000	1973-01-07	1310	A
USGS	05594000	1973-01-08	707	A
USGS	05594000	1973-01-09	543	A
USGS	05594000	1973-01-10	423	A
USGS	05594000	1973-01-11	300	A
USGS	05594000	1973-01-12	250	A
USGS	05594000	1973-01-13	200	A
USGS	05594000	1973-01-14	170	A
USGS	05594000	1973-01-15	150	A
USGS	05594000	1973-01-16	150	A
USGS	05594000	1973-01-17	160	A
USGS	05594000	1973-01-18	328	A
USGS	05594000	1973-01-19	641	A
USGS	05594000	1973-01-20	978	A
USGS	05594000	1973-01-21	870	A
USGS	05594000	1973-01-22	974	A
USGS	05594000	1973-01-23	1190	A
USGS	05594000	1973-01-24	916	A
USGS	05594000	1973-01-25	663	A
USGS	05594000	1973-01-26	514	A
USGS	05594000	1973-01-27	448	A
USGS	05594000	1973-01-28	455	A
USGS	05594000	1973-01-29	546	A
USGS	05594000	1973-01-30	580	A
USGS	05594000	1973-01-31	482	A
USGS	05594000	1973-02-01	428	A
USGS	05594000	1973-02-02	586	A
USGS	05594000	1973-02-03	796	A
USGS	05594000	1973-02-04	731	A
USGS	05594000	1973-02-05	584	A
USGS	05594000	1973-02-06	474	A
USGS	05594000	1973-02-07	411	A
USGS	05594000	1973-02-08	361	A
USGS	05594000	1973-02-09	320	A
USGS	05594000	1973-02-10	290	A
USGS	05594000	1973-02-11	270	A
USGS	05594000	1973-02-12	300	A
USGS	05594000	1973-02-13	452	A
USGS	05594000	1973-02-14	763	A
USGS	05594000	1973-02-15	828	A
USGS	05594000	1973-02-16	708	A
USGS	05594000	1973-02-17	527	A
USGS	05594000	1973-02-18	386	A
USGS	05594000	1973-02-19	278	A
USGS	05594000	1973-02-20	228	A
USGS	05594000	1973-02-21	222	A
USGS	05594000	1973-02-22	224	A
USGS	05594000	1973-02-23	216	A
USGS	05594000	1973-02-24	200	A
USGS	05594000	1973-02-25	194	A
USGS	05594000	1973-02-26	184	A
USGS	05594000	1973-02-27	175	A
USGS	05594000	1973-02-28	166	A
USGS	05594000	1973-03-01	162	A
USGS	05594000	1973-03-02	157	A
USGS	05594000	1973-03-03	155	A
USGS	05594000	1973-03-04	159	A
USGS	05594000	1973-03-05	425	A
USGS	05594000	1973-03-06	1020	A
USGS	05594000	1973-03-07	2150	A
USGS	05594000	1973-03-08	2780	A
USGS	05594000	1973-03-09	3600	A
USGS	05594000	1973-03-10	6550	A
USGS	05594000	1973-03-11	10000	A
USGS	05594000	1973-03-12	8620	A
USGS	05594000	1973-03-13	11500	A
USGS	05594000	1973-03-14	14000	A
USGS	05594000	1973-03-15	9640	A
USGS	05594000	1973-03-16	6210	A
USGS	05594000	1973-03-17	3490	A
USGS	05594000	1973-03-18	1880	A
USGS	05594000	1973-03-19	1160	A
USGS	05594000	1973-03-20	827	A
USGS	05594000	1973-03-21	1100	A
USGS	05594000	1973-03-22	2160	A
USGS	05594000	1973-03-23	1980	A
USGS	05594000	1973-03-24	950	A
USGS	05594000	1973-03-25	737	A
USGS	05594000	1973-03-26	1730	A
USGS	05594000	1973-03-27	2590	A
USGS	05594000	1973-03-28	3250	A
USGS	05594000	1973-03-29	3900	A
USGS	05594000	1973-03-30	2970	A
USGS	05594000	1973-03-31	1430	A
USGS	05594000	1973-04-01	1720	A
USGS	05594000	1973-04-02	2650	A
USGS	05594000	1973-04-03	2150	A
USGS	05594000	1973-04-04	1280	A
USGS	05594000	1973-04-05	1050	A
USGS	05594000	1973-04-06	817	A
USGS	05594000	1973-04-07	673	A
USGS	05594000	1973-04-08	599	A
USGS	05594000	1973-04-09	899	A
USGS	05594000	1973-04-10	2050	A
USGS	05594000	1973-04-11	2560	A
USGS	05594000	1973-04-12	2280	A
USGS	05594000	1973-04-13	1300	A
USGS	05594000	1973-04-14	774	A
USGS	05594000	1973-04-15	646	A
USGS	05594000	1973-04-16	630	A
USGS	05594000	1973-04-17	996	A
USGS	05594000	1973-04-18	1270	A
USGS	05594000	1973-04-19	845	A
USGS	05594000	1973-04-20	1350	A
USGS	05594000	1973-04-21	1660	A
USGS	05594000	1973-04-22	2420	A
USGS	05594000	1973-04-23	3150	A
USGS	05594000	1973-04-24	5680	A
USGS	05594000	1973-04-25	12400	A
USGS	05594000	1973-04-26	9910	A
USGS	05594000	1973-04-27	5810	A
USGS	05594000	1973-04-28	2190	A
USGS	05594000	1973-04-29	888	A
USGS	05594000	1973-04-30	650	A
USGS	05594000	1973-05-01	566	A
USGS	05594000	1973-05-02	514	A
USGS	05594000	1973-05-03	416	A
USGS	05594000	1973-05-04	317	A
USGS	05594000	1973-05-05	259	A
USGS	05594000	1973-05-06	222	A
USGS	05594000	1973-05-07	412	A
USGS	05594000	1973-05-08	920	A
USGS	05594000	1973-05-09	1020	A
USGS	05594000	1973-05-10	786	A
USGS	05594000	1973-05-11	730	A
USGS	05594000	1973-05-12	562	A
USGS	05594000	1973-05-13	408	A
USGS	05594000	1973-05-14	316	A
USGS	05594000	1973-05-15	251	A
USGS	05594000	1973-05-16	211	A
USGS	05594000	1973-05-17	184	A
USGS	05594000	1973-05-18	166	A
USGS	05594000	1973-05-19	155	A
USGS	05594000	1973-05-20	145	A
USGS	05594000	1973-05-21	136	A
USGS	05594000	1973-05-22	131	A
USGS	05594000	1973-05-23	128	A
USGS	05594000	1973-05-24	128	A
USGS	05594000	1973-05-25	148	A
USGS	05594000	1973-05-26	136	A
USGS	05594000	1973-05-27	133	A
USGS	05594000	1973-05-28	166	A
USGS	05594000	1973-05-29	263	A
USGS	05594000	1973-05-30	328	A
USGS	05594000	1973-05-31	278	A
USGS	05594000	1973-06-01	205	A
USGS	05594000	1973-06-02	173	A
USGS	05594000	1973-06-03	218	A
USGS	05594000	1973-06-04	276	A
USGS	05594000	1973-06-05	1100	A
USGS	05594000	1973-06-06	2200	A
USGS	05594000	1973-06-07	1990	A
USGS	05594000	1973-06-08	953	A
USGS	05594000	1973-06-09	545	A
USGS	05594000	1973-06-10	370	A
USGS	05594000	1973-06-11	251	A
USGS	05594000	1973-06-12	191	A
USGS	05594000	1973-06-13	443	A
USGS	05594000	1973-06-14	317	A
USGS	05594000	1973-06-15	164	A
USGS	05594000	1973-06-16	138	A
USGS	05594000	1973-06-17	818	A
USGS	05594000	1973-06-18	1440	A
USGS	05594000	1973-06-19	2140	A
USGS	05594000	1973-06-20	2880	A
USGS	05594000	1973-06-21	3270	A
USGS	05594000	1973-06-22	4000	A
USGS	05594000	1973-06-23	4550	A
USGS	05594000	1973-06-24	2770	A
USGS	05594000	1973-06-25	970	A
USGS	05594000	1973-06-26	578	A
USGS	05594000	1973-06-27	545	A
USGS	05594000	1973-06-28	1270	A
USGS	05594000	1973-06-29	2450	A
USGS	05594000	1973-06-30	2890	A
USGS	05594000	1973-07-01	3410	A
USGS	05594000	1973-07-02	3450	A
USGS	05594000	1973-07-03	1760	A
USGS	05594000	1973-07-04	758	A
USGS	05594000	1973-07-05	569	A
USGS	05594000	1973-07-06	464	A
USGS	05594000	1973-07-07	336	A
USGS	05594000	1973-07-08	214	A
USGS	05594000	1973-07-09	152	A
USGS	05594000	1973-07-10	126	A
USGS	05594000	1973-07-11	140	A
USGS	05594000	1973-07-12	116	A
USGS	05594000	1973-07-13	95	A
USGS	05594000	1973-07-14	85	A
USGS	05594000	1973-07-15	72	A
USGS	05594000	1973-07-16	63	A
USGS	05594000	1973-07-17	56	A
USGS	05594000	1973-07-18	53	A
USGS	05594000	1973-07-19	51	A
USGS	05594000	1973-07-20	49	A
USGS	05594000	1973-07-21	48	A
USGS	05594000	1973-07-22	193	A
USGS	05594000	1973-07-23	571	A
USGS	05594000	1973-07-24	1000	A
USGS	05594000	1973-07-25	1980	A
USGS	05594000	1973-07-26	2440	A
USGS	05594000	1973-07-27	2520	A
USGS	05594000	1973-07-28	2410	A
USGS	05594000	1973-07-29	1390	A
USGS	05594000	1973-07-30	680	A
USGS	05594000	1973-07-31	510	A
USGS	05594000	1973-08-01	377	A
USGS	05594000	1973-08-02	259	A
USGS	05594000	1973-08-03	374	A
USGS	05594000	1973-08-04	138	A
USGS	05594000	1973-08-05	114	A
USGS	05594000	1973-08-06	97	A
USGS	05594000	1973-08-07	85	A
USGS	05594000	1973-08-08	74	A
USGS	05594000	1973-08-09	78	A
USGS	05594000	1973-08-10	72	A
USGS	05594000	1973-08-11	63	A
USGS	05594000	1973-08-12	131	A
USGS	05594000	1973-08-13	150	A
USGS	05594000	1973-08-14	1320	A
USGS	05594000	1973-08-15	1840	A
USGS	05594000	1973-08-16	2140	A
USGS	05594000	1973-08-17	1220	A
USGS	05594000	1973-08-18	551	A
USGS	05594000	1973-08-19	336	A
USGS	05594000	1973-08-20	209	A
USGS	05594000	1973-08-21	152	A
USGS	05594000	1973-08-22	128	A
USGS	05594000	1973-08-23	107	A
USGS	05594000	1973-08-24	88	A
USGS	05594000	1973-08-25	74	A
USGS	05594000	1973-08-26	67	A
USGS	05594000	1973-08-27	61	A
USGS	05594000	1973-08-28	55	A
USGS	05594000	1973-08-29	51	A
USGS	05594000	1973-08-30	51	A
USGS	05594000	1973-08-31	53	A
USGS	05594000	1973-09-01	53	A
USGS	05594000	1973-09-02	49	A
USGS	05594000	1973-09-03	49	A
USGS	05594000	1973-09-04	48	A
USGS	05594000	1973-09-05	45	A
USGS	05594000	1973-09-06	44	A
USGS	05594000	1973-09-07	44	A
USGS	05594000	1973-09-08	51	A
USGS	05594000	1973-09-09	235	A
USGS	05594000	1973-09-10	303	A
USGS	05594000	1973-09-11	460	A
USGS	05594000	1973-09-12	280	A
USGS	05594000	1973-09-13	159	A
USGS	05594000	1973-09-14	112	A
USGS	05594000	1973-09-15	80	A
USGS	05594000	1973-09-16	63	A
USGS	05594000	1973-09-17	53	A
USGS	05594000	1973-09-18	45	A
USGS	05594000	1973-09-19	41	A
USGS	05594000	1973-09-20	38	A
USGS	05594000	1973-09-21	38	A
USGS	05594000	1973-09-22	38	A
USGS	05594000	1973-09-23	36	A
USGS	05594000	1973-09-24	36	A
USGS	05594000	1973-09-25	43	A
USGS	05594000	1973-09-26	196	A
USGS	05594000	1973-09-27	688	A
USGS	05594000	1973-09-28	484	A
USGS	05594000	1973-09-29	214	A
USGS	05594000	1973-09-30	268	A
USGS	05594000	1973-10-01	694	A
USGS	05594000	1973-10-02	553	A
USGS	05594000	1973-10-03	531	A
USGS	05594000	1973-10-04	655	A
USGS	05594000	1973-10-05	464	A
USGS	05594000	1973-10-06	348	A
USGS	05594000	1973-10-07	282	A
USGS	05594000	1973-10-08	178	A
USGS	05594000	1973-10-09	140	A
USGS	05594000	1973-10-10	116	A
USGS	05594000	1973-10-11	98	A
USGS	05594000	1973-10-12	89	A
USGS	05594000	1973-10-13	83	A
USGS	05594000	1973-10-14	81	A
USGS	05594000	1973-10-15	98	A
USGS	05594000	1973-10-16	136	A
USGS	05594000	1973-10-17	114	A
USGS	05594000	1973-10-18	102	A
USGS	05594000	1973-10-19	89	A
USGS	05594000	1973-10-20	75	A
USGS	05594000	1973-10-21	66	A
USGS	05594000	1973-10-22	60	A
USGS	05594000	1973-10-23	52	A
USGS	05594000	1973-10-24	51	A
USGS	05594000	1973-10-25	48	A
USGS	05594000	1973-10-26	47	A
USGS	05594000	1973-10-27	44	A
USGS	05594000	1973-10-28	44	A
USGS	05594000	1973-10-29	46	A
USGS	05594000	1973-10-30	47	A
USGS	05594000	1973-10-31	56	A
USGS	05594000	1973-11-01	62	A
USGS	05594000	1973-11-02	85	A
USGS	05594000	1973-11-03	155	A
USGS	05594000	1973-11-04	138	A
USGS	05594000	1973-11-05	119	A
USGS	05594000	1973-11-06	98	A
USGS	05594000	1973-11-07	91	A
USGS	05594000	1973-11-08	83	A
USGS	05594000	1973-11-09	75	A
USGS	05594000	1973-11-10	70	A
USGS	05594000	1973-11-11	66	A
USGS	05594000	1973-11-12	60	A
USGS	05594000	1973-11-13	55	A
USGS	05594000	1973-11-14	51	A
USGS	05594000	1973-11-15	49	A
USGS	05594000	1973-11-16	49	A
USGS	05594000	1973-11-17	102	A
USGS	05594000	1973-11-18	124	A
USGS	05594000	1973-11-19	102	A
USGS	05594000	1973-11-20	89	A
USGS	05594000	1973-11-21	81	A
USGS	05594000	1973-11-22	80	A
USGS	05594000	1973-11-23	78	A
USGS	05594000	1973-11-24	83	A
USGS	05594000	1973-11-25	459	A
USGS	05594000	1973-11-26	1470	A
USGS	05594000	1973-11-27	2340	A
USGS	05594000	1973-11-28	2120	A
USGS	05594000	1973-11-29	1170	A
USGS	05594000	1973-11-30	788	A
USGS	05594000	1973-12-01	586	A
USGS	05594000	1973-12-02	455	A
USGS	05594000	1973-12-03	362	A
USGS	05594000	1973-12-04	492	A
USGS	05594000	1973-12-05	1450	A
USGS	05594000	1973-12-06	2400	A
USGS	05594000	1973-12-07	2480	A
USGS	05594000	1973-12-08	1220	A
USGS	05594000	1973-12-09	690	A
USGS	05594000	1973-12-10	579	A
USGS	05594000	1973-12-11	506	A
USGS	05594000	1973-12-12	454	A
USGS	05594000	1973-12-13	418	A
USGS	05594000	1973-12-14	398	A
USGS	05594000	1973-12-15	360	A
USGS	05594000	1973-12-16	330	A
USGS	05594000	1973-12-17	310	A
